query_image,rank,candidate_image,num_matches,average_confidence,combined_score
A08_12_05_W_roh.jpeg,4,A08_18_17_W_roh.jpeg,41,0.4517988264560699,18.523751884698868
A08_12_05_W_roh.jpeg,5,IMG_20250717_104652.jpg,38,0.4783916473388672,18.178882598876957
A08_12_13_W_roh.jpeg,1,A08_15_14_W_roh.jpeg,118,0.7157043218612671,84.45310997962952
A08_12_13_W_roh.jpeg,2,IMG-20250910-WA0017.jpg,59,0.6130085587501526,36.167504966259
A08_12_13_W_roh.jpeg,3,IMG-20250626-WA0016.jpg,74,0.479056715965271,35.450196981430054
A08_12_13_W_roh.jpeg,4,IMG-20250919-WA0020.jpg,77,0.4597259163856506,35.3988955616951
A08_12_13_W_roh.jpeg,5,IMG_20250717_104525.jpg,79,0.4463184773921966,35.259159713983536
A08_12_15_W_roh.jpeg,1,IMG-20250910-WA0061.jpg,152,0.7849884033203125,119.3182373046875
A08_12_15_W_roh.jpeg,2,A08_18_10_W_roh.jpeg,138,0.8456428647041321,116.69871532917024
A08_12_15_W_roh.jpeg,3,IMG-20250726-WA0011.jpg,56,0.508582353591919,28.48061180114746
A08_12_15_W_roh.jpeg,4,A06_12_01_W_roh.jpeg,58,0.4798217713832855,27.82966274023056
A08_12_15_W_roh.jpeg,5,IMG-20250626-WA0025.jpg,53,0.5239126682281494,27.76737141609192
A08_15_03_W_roh.jpeg,1,A07_09_03_W_roh.jpg,156,0.6708027720451355,104.64523243904114
A08_15_03_W_roh.jpeg,2,A08_15_04_M_roh.jpeg,61,0.5561425089836121,33.924693048000336
A08_15_03_W_roh.jpeg,3,H05_11_06_M_roh.jpeg,49,0.5575970411300659,27.32225501537323
A08_15_03_W_roh.jpeg,4,IMG-20250717-WA0011.jpg,48,0.5627007484436035,27.00963592529297
A08_15_03_W_roh.jpeg,5,H01_17_01_M_roh.jpeg,59,0.4551965892314911,26.85659876465797
A08_15_04_M_roh.jpeg,1,IMG-20250626-WA0025.jpg,150,0.762109100818634,114.3163651227951
A08_15_04_M_roh.jpeg,2,IMG_20250807_104159.jpg,129,0.7486584186553955,96.57693600654602
A08_15_04_M_roh.jpeg,3,IMG-20250626-WA0024.jpg,127,0.7103946805000305,90.22012442350388
A08_15_04_M_roh.jpeg,4,A07_09_03_W_roh.jpg,76,0.4477698802947998,34.030510902404785
A08_15_04_M_roh.jpeg,5,A08_15_03_W_roh.jpeg,61,0.5561425089836121,33.924693048000336
A08_15_05_M_roh.jpeg,1,IMG_20250717_111215.jpg,201,0.8258877992630005,166.0034476518631
