Image_1,Image_2,Similarity
A01_18_07_W_roh_BELLY.jpg,A03_18_06_W_roh_BELLY.jpg,0.6438524723052979
A07_17_06_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6437063813209534
A01_05_03_W_roh_BELLY.jpg,IMG-20250717-WA0013_BELLY.jpg,0.6435341238975525
A03_15_04_W_roh_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,0.6435258388519287
A08_12_13_W_roh_BELLY.jpg,IMG-20250626-WA0024_BELLY.jpg,0.6434937715530396
A01_17_01_W_roh_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,0.6434913873672485
A01_18_12_M_roh_BELLY.jpg,A08_18_20_W_roh_BELLY.jpg,0.6434026956558228
A06_15_02_W_roh_BELLY.jpg,A08_15_14_W_roh_BELLY.jpg,0.643301784992218
A03_12_03_M_roh_BELLY.jpg,IMG-20250626-WA0025_BELLY.jpg,0.6431851983070374
A04_15_06_M_roh_BELLY.jpg,A08_18_19_W_roh_BELLY.jpg,0.6431249976158142
A04_03_01_W_roh_BELLY.jpg,A08_15_04_M_roh_BELLY.jpg,0.6430071592330933
IMG-20250910-WA0029_BELLY.jpg,IMG_20250717_113844_BELLY.jpg,0.6428658366203308
A06_12_01_W_roh_BELLY.jpg,IMG-20250910-WA0017_BELLY.jpg,0.6427633762359619
IMG_20250501_132350_BELLY.jpg,IMG_20250717_113844_BELLY.jpg,0.6427371501922607
A03_12_02_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6425719857215881
A01_15_03_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6422357559204102
A08_18_12_W_roh_BELLY.jpg,IMG_20250717_110833_BELLY.jpg,0.6418666839599609
A04_12_04_W_roh_BELLY.jpg,A06_15_03_W_roh_BELLY.jpg,0.6417778730392456
IMG-20250626-WA0014_BELLY.jpg,IMG-20250717-WA0013_BELLY.jpg,0.6416916847229004
A01_18_14_W_roh_BELLY.jpg,A04_06_01_M_roh_BELLY.jpg,0.6416050791740417
A05_15_03_W_roh_BELLY.jpg,IMG_20250717_123656_BELLY.jpg,0.6415389180183411
IMG_20250717_112327_BELLY.jpg,IMG_20250717_113156_BELLY.jpg,0.6414893865585327
A01_17_01_W_roh_BELLY.jpg,A03_15_04_W_roh_BELLY.jpg,0.6413905620574951
A01_18_07_W_roh_BELLY.jpg,IMG-20250919-WA0021_BELLY.jpg,0.6413553357124329
A05_18_06_W_roh_BELLY.jpg,A08_18_03_W_roh_BELLY.jpg,0.6413131356239319
IMG-20250626-WA0013_BELLY.jpg,IMG-20250910-WA0062_BELLY.jpg,0.641234278678894
A01_18_14_W_roh_BELLY.jpg,A05_18_05_W_roh_BELLY.jpg,0.6411927938461304
IMG-20250626-WA0013_BELLY.jpg,IMG-20250626-WA0025_BELLY.jpg,0.6409403085708618
A03_12_02_W_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6408841609954834
A08_15_04_M_roh_BELLY.jpg,IMG_20250717_113156_BELLY.jpg,0.640788733959198
A03_15_04_W_roh_BELLY.jpg,A06_12_01_W_roh_BELLY.jpg,0.6406134366989136
